State,County,Scenario,Value
North Dakota,Ransom,Moderate,2
Louisiana,Rapides,Moderate,2
Virginia,Rappahannock,Moderate,2
Montana,Ravalli,Moderate,2
Kansas,Rawlins,Moderate,2
Missouri,Ray,Moderate,2
Texas,Reagan,Moderate,2
Texas,Real,Moderate,2
Minnesota,Red Lake,Moderate,2
Louisiana,Red River,Moderate,2
Texas,Red River,Moderate,2
Nebraska,Red Willow,Moderate,2
Minnesota,Redwood,Moderate,2
Texas,Reeves,Moderate,2
Texas,Refugio,Moderate,2
Kansas,Reno,Moderate,2
New York,Rensselaer,Moderate,2
Minnesota,Renville,Moderate,2
North Dakota,Renville,Moderate,2
Kansas,Republic,Moderate,2
Missouri,Reynolds,Moderate,2
Tennessee,Rhea,Moderate,2
Kansas,Rice,Moderate,2
Minnesota,Rice,Moderate,2
Utah,Rich,Moderate,2
Nebraska,Richardson,Moderate,2
Illinois,Richland,Moderate,2
Louisiana,Richland,Moderate,2
Montana,Richland,Moderate,2
North Dakota,Richland,Moderate,2
Ohio,Richland,Moderate,2
South Carolina,Richland,Moderate,2
Wisconsin,Richland,Moderate,2
Georgia,Richmond,Moderate,2
North Carolina,Richmond,Moderate,2
New York,Richmond,Moderate,2
Virginia,Richmond,Moderate,2
Kansas,Riley,Moderate,2
Iowa,Ringgold,Moderate,2
New Mexico,Rio Arriba,Moderate,2
Colorado,Rio Blanco,Moderate,2
Colorado,Rio Grande,Moderate,2
Indiana,Ripley,Moderate,2
Missouri,Ripley,Moderate,2
West Virginia,Ritchie,Moderate,2
California,Riverside,Moderate,2
Tennessee,Roane,Moderate,2
West Virginia,Roane,Moderate,2
Virginia,Roanoke,Moderate,2
South Dakota,Roberts,Moderate,2
Texas,Roberts,Moderate,2
Kentucky,Robertson,Moderate,2
Tennessee,Robertson,Moderate,2
Texas,Robertson,Moderate,2
North Carolina,Robeson,Moderate,2
Illinois,Rock Island,Moderate,2
Minnesota,Rock,Moderate,2
Nebraska,Rock,Moderate,2
Wisconsin,Rock,Moderate,2
Virginia,Rockbridge,Moderate,2
Kentucky,Rockcastle,Moderate,2
Georgia,Rockdale,Moderate,2
North Carolina,Rockingham,Moderate,2
New Hampshire,Rockingham,Moderate,2
Virginia,Rockingham,Moderate,2
New York,Rockland,Moderate,2
Texas,Rockwall,Moderate,2
Oklahoma,Roger Mills,Moderate,2
Oklahoma,Rogers,Moderate,2
North Dakota,Rolette,Moderate,2
Kansas,Rooks,Moderate,2
Montana,Roosevelt,Moderate,2
New Mexico,Roosevelt,Moderate,2
Michigan,Roscommon,Moderate,2
Minnesota,Roseau,Moderate,2
Montana,Rosebud,Moderate,2
Ohio,Ross,Moderate,2
Colorado,Routt,Moderate,2
Kentucky,Rowan,Moderate,2
North Carolina,Rowan,Moderate,2
Texas,Runnels,Moderate,2
Indiana,Rush,Moderate,2
Kansas,Rush,Moderate,2
Texas,Rusk,Moderate,2
Wisconsin,Rusk,Moderate,2
Alabama,Russell,Moderate,2
Kansas,Russell,Moderate,2
Kentucky,Russell,Moderate,2
Virginia,Russell,Moderate,2
North Carolina,Rutherford,Moderate,2
Tennessee,Rutherford,Moderate,2
Vermont,Rutland,Moderate,2
Louisiana,Sabine,Moderate,2
Texas,Sabine,Moderate,2
Iowa,Sac,Moderate,2
California,Sacramento,Moderate,2
Maine,Sagadahoc,Moderate,2
Michigan,Saginaw,Moderate,2
Colorado,Saguache,Moderate,2
New Jersey,Salem,Moderate,2
Arkansas,Saline,Moderate,2
Illinois,Saline,Moderate,2
Kansas,Saline,Moderate,2
Missouri,Saline,Moderate,2
Nebraska,Saline,Moderate,2
Utah,Salt Lake,Moderate,2
South Carolina,Saluda,Moderate,2
North Carolina,Sampson,Moderate,2
Texas,San Augustine,Moderate,2
California,San Benito,Moderate,2
California,San Bernardino,Moderate,2
California,San Diego,Moderate,2
California,San Francisco,Moderate,2
Texas,San Jacinto,Moderate,2
California,San Joaquin,Moderate,2
Colorado,San Juan,Moderate,2
New Mexico,San Juan,Moderate,2
Utah,San Juan,Moderate,2
Washington,San Juan,Moderate,2
California,San Luis Obispo,Moderate,2
California,San Mateo,Moderate,2
Colorado,San Miguel,Moderate,2
New Mexico,San Miguel,Moderate,2
Texas,San Patricio,Moderate,2
Texas,San Saba,Moderate,2
South Dakota,Sanborn,Moderate,2
Montana,Sanders,Moderate,2
New Mexico,Sandoval,Moderate,2
Ohio,Sandusky,Moderate,2
Illinois,Sangamon,Moderate,2
Michigan,Sanilac,Moderate,2
Utah,Sanpete,Moderate,2
California,Santa Barbara,Moderate,2
California,Santa Clara,Moderate,2
Arizona,Santa Cruz,Moderate,2
California,Santa Cruz,Moderate,2
New Mexico,Santa Fe,Moderate,2
Florida,Santa Rosa,Moderate,2
Florida,Sarasota,Moderate,2
New York,Saratoga,Moderate,2
North Dakota,Sargent,Moderate,2
Nebraska,Sarpy,Moderate,2
Wisconsin,Sauk,Moderate,2
Nebraska,Saunders,Moderate,2
Wisconsin,Sawyer,Moderate,2
New York,Schenectady,Moderate,2
Texas,Schleicher,Moderate,2
Georgia,Schley,Moderate,2
New York,Schoharie,Moderate,2
Michigan,Schoolcraft,Moderate,2
Illinois,Schuyler,Moderate,2
Missouri,Schuyler,Moderate,2
New York,Schuyler,Moderate,2
Pennsylvania,Schuylkill,Moderate,2
Ohio,Scioto,Moderate,2
Missouri,Scotland,Moderate,2
North Carolina,Scotland,Moderate,2
Arkansas,Scott,Moderate,2
Iowa,Scott,Moderate,2
Illinois,Scott,Moderate,2
Indiana,Scott,Moderate,2
Kansas,Scott,Moderate,2
Kentucky,Scott,Moderate,2
Minnesota,Scott,Moderate,2
Missouri,Scott,Moderate,2
Mississippi,Scott,Moderate,2
Tennessee,Scott,Moderate,2
Virginia,Scott,Moderate,2
Nebraska,Scotts Bluff,Moderate,2
Georgia,Screven,Moderate,2
Texas,Scurry,Moderate,2
Arkansas,Searcy,Moderate,2
Arkansas,Sebastian,Moderate,2
Colorado,Sedgwick,Moderate,2
Kansas,Sedgwick,Moderate,2
Florida,Seminole,Moderate,2
Georgia,Seminole,Moderate,2
Oklahoma,Seminole,Moderate,2
New York,Seneca,Moderate,2
Ohio,Seneca,Moderate,2
Tennessee,Sequatchie,Moderate,2
Oklahoma,Sequoyah,Moderate,2
Arkansas,Sevier,Moderate,2
Tennessee,Sevier,Moderate,2
Utah,Sevier,Moderate,2
Kansas,Seward,Moderate,2
Nebraska,Seward,Moderate,2
Texas,Shackelford,Moderate,2
Missouri,Shannon,Moderate,2
Mississippi,Sharkey,Moderate,2
Arkansas,Sharp,Moderate,2
California,Shasta,Moderate,2
Wisconsin,Shawano,Moderate,2
Kansas,Shawnee,Moderate,2
Wisconsin,Sheboygan,Moderate,2
Alabama,Shelby,Moderate,2
Iowa,Shelby,Moderate,2
Illinois,Shelby,Moderate,2
Indiana,Shelby,Moderate,2
Kentucky,Shelby,Moderate,2
Missouri,Shelby,Moderate,2
Ohio,Shelby,Moderate,2
Tennessee,Shelby,Moderate,2
Texas,Shelby,Moderate,2
Virginia,Shenandoah,Moderate,2
Minnesota,Sherburne,Moderate,2
Kansas,Sheridan,Moderate,2
Montana,Sheridan,Moderate,2
North Dakota,Sheridan,Moderate,2
Nebraska,Sheridan,Moderate,2
Wyoming,Sheridan,Moderate,2
Kansas,Sherman,Moderate,2
Nebraska,Sherman,Moderate,2
Oregon,Sherman,Moderate,2
Texas,Sherman,Moderate,2
Michigan,Shiawassee,Moderate,2
Idaho,Shoshone,Moderate,2
Minnesota,Sibley,Moderate,2
California,Sierra,Moderate,2
New Mexico,Sierra,Moderate,2
Montana,Silver Bow,Moderate,2
Kentucky,Simpson,Moderate,2
Mississippi,Simpson,Moderate,2
Iowa,Sioux,Moderate,2
North Dakota,Sioux,Moderate,2
Nebraska,Sioux,Moderate,2
California,Siskiyou,Moderate,2
Washington,Skagit,Moderate,2
Washington,Skamania,Moderate,2
North Dakota,Slope,Moderate,2
Kansas,Smith,Moderate,2
Mississippi,Smith,Moderate,2
Tennessee,Smith,Moderate,2
Texas,Smith,Moderate,2
Virginia,Smyth,Moderate,2
Washington,Snohomish,Moderate,2
Pennsylvania,Snyder,Moderate,2
New Mexico,Socorro,Moderate,2
California,Solano,Moderate,2
Maryland,Somerset,Moderate,2
Maine,Somerset,Moderate,2
New Jersey,Somerset,Moderate,2
Pennsylvania,Somerset,Moderate,2
Texas,Somervell,Moderate,2
California,Sonoma,Moderate,2
Virginia,Southampton,Moderate,2
Georgia,Spalding,Moderate,2
South Carolina,Spartanburg,Moderate,2
Indiana,Spencer,Moderate,2
Kentucky,Spencer,Moderate,2
South Dakota,Spink,Moderate,2
Washington,Spokane,Moderate,2
Virginia,Spotsylvania,Moderate,2
Louisiana,St Bernard,Moderate,2
Louisiana,St Charles,Moderate,2
Missouri,St Charles,Moderate,2
Alabama,St Clair,Moderate,2
Illinois,St Clair,Moderate,2
Michigan,St Clair,Moderate,2
Missouri,St Clair,Moderate,2
Wisconsin,St Croix,Moderate,2
Arkansas,St Francis,Moderate,2
Missouri,St Francois,Moderate,2
Louisiana,St Helena,Moderate,2
Louisiana,St James,Moderate,2
Florida,St Johns,Moderate,2
Indiana,St Joseph,Moderate,2
Michigan,St Joseph,Moderate,2
Louisiana,St Landry,Moderate,2
New York,St Lawrence,Moderate,2
Minnesota,St Louis,Moderate,2
Missouri,St Louis,Moderate,2
Florida,St Lucie,Moderate,2
Louisiana,St Martin,Moderate,2
Louisiana,St Mary,Moderate,2
Louisiana,St Tammany,Moderate,2
Kansas,Stafford,Moderate,2
Virginia,Stafford,Moderate,2
California,Stanislaus,Moderate,2
South Dakota,Stanley,Moderate,2
North Carolina,Stanly,Moderate,2
Kansas,Stanton,Moderate,2
Nebraska,Stanton,Moderate,2
Illinois,Stark,Moderate,2
North Dakota,Stark,Moderate,2
Ohio,Stark,Moderate,2
Indiana,Starke,Moderate,2
Texas,Starr,Moderate,2
Minnesota,Stearns,Moderate,2
Minnesota,Steele,Moderate,2
North Dakota,Steele,Moderate,2
Georgia,Stephens,Moderate,2
Oklahoma,Stephens,Moderate,2
Texas,Stephens,Moderate,2
Illinois,Stephenson,Moderate,2
Texas,Sterling,Moderate,2
Indiana,Steuben,Moderate,2
New York,Steuben,Moderate,2
Kansas,Stevens,Moderate,2
Minnesota,Stevens,Moderate,2
Washington,Stevens,Moderate,2
Georgia,Stewart,Moderate,2
Tennessee,Stewart,Moderate,2
Montana,Stillwater,Moderate,2
Missouri,Stoddard,Moderate,2
North Carolina,Stokes,Moderate,2
Arkansas,Stone,Moderate,2
Missouri,Stone,Moderate,2
Mississippi,Stone,Moderate,2
Texas,Stonewall,Moderate,2
Nevada,Storey,Moderate,2
Iowa,Story,Moderate,2
New Hampshire,Strafford,Moderate,2
North Dakota,Stutsman,Moderate,2
Wyoming,Sublette,Moderate,2
Virginia,Suffolk City,Moderate,2
Massachusetts,Suffolk,Moderate,2
New York,Suffolk,Moderate,2
Indiana,Sullivan,Moderate,2
Missouri,Sullivan,Moderate,2
New Hampshire,Sullivan,Moderate,2
New York,Sullivan,Moderate,2
Pennsylvania,Sullivan,Moderate,2
Tennessee,Sullivan,Moderate,2
South Dakota,Sully,Moderate,2
West Virginia,Summers,Moderate,2
Colorado,Summit,Moderate,2
Ohio,Summit,Moderate,2
Utah,Summit,Moderate,2
Kansas,Sumner,Moderate,2
Tennessee,Sumner,Moderate,2
Alabama,Sumter,Moderate,2
Florida,Sumter,Moderate,2
Georgia,Sumter,Moderate,2
South Carolina,Sumter,Moderate,2
Mississippi,Sunflower,Moderate,2
North Carolina,Surry,Moderate,2
Virginia,Surry,Moderate,2
Pennsylvania,Susquehanna,Moderate,2
Delaware,Sussex,Moderate,2
New Jersey,Sussex,Moderate,2
Virginia,Sussex,Moderate,2
California,Sutter,Moderate,2
Texas,Sutton,Moderate,2
Florida,Suwannee,Moderate,2
North Carolina,Swain,Moderate,2
Montana,Sweet Grass,Moderate,2
Wyoming,Sweetwater,Moderate,2
Minnesota,Swift,Moderate,2
Texas,Swisher,Moderate,2
Indiana,Switzerland,Moderate,2
Georgia,Talbot,Moderate,2
Maryland,Talbot,Moderate,2
Georgia,Taliaferro,Moderate,2
Alabama,Talladega,Moderate,2
Mississippi,Tallahatchie,Moderate,2
Alabama,Tallapoosa,Moderate,2
Iowa,Tama,Moderate,2
Missouri,Taney,Moderate,2
Louisiana,Tangipahoa,Moderate,2
New Mexico,Taos,Moderate,2
Texas,Tarrant,Moderate,2
Mississippi,Tate,Moderate,2
Georgia,Tattnall,Moderate,2
Florida,Taylor,Moderate,2
Georgia,Taylor,Moderate,2
Iowa,Taylor,Moderate,2
Kentucky,Taylor,Moderate,2
Texas,Taylor,Moderate,2
Wisconsin,Taylor,Moderate,2
West Virginia,Taylor,Moderate,2
Illinois,Tazewell,Moderate,2
Virginia,Tazewell,Moderate,2
California,Tehama,Moderate,2
Georgia,Telfair,Moderate,2
Colorado,Teller,Moderate,2
Louisiana,Tensas,Moderate,2
Louisiana,Terrebonne,Moderate,2
Georgia,Terrell,Moderate,2
Texas,Terrell,Moderate,2
Texas,Terry,Moderate,2
Idaho,Teton,Moderate,2
Montana,Teton,Moderate,2
Wyoming,Teton,Moderate,2
Missouri,Texas,Moderate,2
Oklahoma,Texas,Moderate,2
Nebraska,Thayer,Moderate,2
Georgia,Thomas,Moderate,2
Kansas,Thomas,Moderate,2
Nebraska,Thomas,Moderate,2
Texas,Throckmorton,Moderate,2
Nebraska,Thurston,Moderate,2
Washington,Thurston,Moderate,2
Georgia,Tift,Moderate,2
Oregon,Tillamook,Moderate,2
Oklahoma,Tillman,Moderate,2
New York,Tioga,Moderate,2
Pennsylvania,Tioga,Moderate,2
Mississippi,Tippah,Moderate,2
Indiana,Tippecanoe,Moderate,2
Indiana,Tipton,Moderate,2
Tennessee,Tipton,Moderate,2
Mississippi,Tishomingo,Moderate,2
Texas,Titus,Moderate,2
Kentucky,Todd,Moderate,2
Minnesota,Todd,Moderate,2
South Dakota,Todd,Moderate,2
Connecticut,Tolland,Moderate,2
Texas,Tom Green,Moderate,2
New York,Tompkins,Moderate,2
Utah,Tooele,Moderate,2
Montana,Toole,Moderate,2
Georgia,Toombs,Moderate,2
New Mexico,Torrance,Moderate,2
North Dakota,Towner,Moderate,2
Georgia,Towns,Moderate,2
North Dakota,Traill,Moderate,2
North Carolina,Transylvania,Moderate,2
Minnesota,Traverse,Moderate,2
Texas,Travis,Moderate,2
Montana,Treasure,Moderate,2
Kansas,Trego,Moderate,2
Wisconsin,Trempealeau,Moderate,2
Georgia,Treutlen,Moderate,2
Kentucky,Trigg,Moderate,2
Kentucky,Trimble,Moderate,2
California,Trinity,Moderate,2
Texas,Trinity,Moderate,2
South Dakota,Tripp,Moderate,2
Georgia,Troup,Moderate,2
Tennessee,Trousdale,Moderate,2
Ohio,Trumbull,Moderate,2
West Virginia,Tucker,Moderate,2
California,Tulare,Moderate,2
Oklahoma,Tulsa,Moderate,2
Mississippi,Tunica,Moderate,2
California,Tuolumne,Moderate,2
Georgia,Turner,Moderate,2
South Dakota,Turner,Moderate,2
Alabama,Tuscaloosa,Moderate,2
Ohio,Tuscarawas,Moderate,2
Michigan,Tuscola,Moderate,2
Georgia,Twiggs,Moderate,2
Idaho,Twin Falls,Moderate,2
Texas,Tyler,Moderate,2
West Virginia,Tyler,Moderate,2
North Carolina,Tyrrell,Moderate,2
Wyoming,Uinta,Moderate,2
Utah,Uintah,Moderate,2
New York,Ulster,Moderate,2
Oregon,Umatilla,Moderate,2
Tennessee,Unicoi,Moderate,2
Arkansas,Union,Moderate,2
Florida,Union,Moderate,2
Georgia,Union,Moderate,2
Iowa,Union,Moderate,2
Illinois,Union,Moderate,2
Indiana,Union,Moderate,2
Kentucky,Union,Moderate,2
Louisiana,Union,Moderate,2
Mississippi,Union,Moderate,2
North Carolina,Union,Moderate,2
New Jersey,Union,Moderate,2
New Mexico,Union,Moderate,2
Ohio,Union,Moderate,2
Oregon,Union,Moderate,2
Pennsylvania,Union,Moderate,2
South Carolina,Union,Moderate,2
South Dakota,Union,Moderate,2
Tennessee,Union,Moderate,2
Texas,Upshur,Moderate,2
West Virginia,Upshur,Moderate,2
Georgia,Upson,Moderate,2
Texas,Upton,Moderate,2
Utah,Utah,Moderate,2
Texas,Uvalde,Moderate,2
Texas,Val Verde,Moderate,2
New Mexico,Valencia,Moderate,2
Idaho,Valley,Moderate,2
Montana,Valley,Moderate,2
Nebraska,Valley,Moderate,2
Arkansas,Van Buren,Moderate,2
Iowa,Van Buren,Moderate,2
Michigan,Van Buren,Moderate,2
Tennessee,Van Buren,Moderate,2
Ohio,Van Wert,Moderate,2
Texas,Van Zandt,Moderate,2
North Carolina,Vance,Moderate,2
Indiana,Vanderburgh,Moderate,2
Pennsylvania,Venango,Moderate,2
California,Ventura,Moderate,2
Illinois,Vermilion,Moderate,2
Louisiana,Vermilion,Moderate,2
Indiana,Vermillion,Moderate,2
Louisiana,Vernon,Moderate,2
Missouri,Vernon,Moderate,2
Wisconsin,Vernon,Moderate,2
Texas,Victoria,Moderate,2
Indiana,Vigo,Moderate,2
Wisconsin,Vilas,Moderate,2
Ohio,Vinton,Moderate,2
Florida,Volusia,Moderate,2
Illinois,Wabash,Moderate,2
Indiana,Wabash,Moderate,2
Minnesota,Wabasha,Moderate,2
Kansas,Wabaunsee,Moderate,2
Minnesota,Wadena,Moderate,2
Oklahoma,Wagoner,Moderate,2
Washington,Wahkiakum,Moderate,2
North Carolina,Wake,Moderate,2
Florida,Wakulla,Moderate,2
Maine,Waldo,Moderate,2
Alabama,Walker,Moderate,2
Georgia,Walker,Moderate,2
Texas,Walker,Moderate,2
Washington,Walla Walla,Moderate,2
Kansas,Wallace,Moderate,2
Texas,Waller,Moderate,2
Oregon,Wallowa,Moderate,2
North Dakota,Walsh,Moderate,2
Mississippi,Walthall,Moderate,2
Florida,Walton,Moderate,2
Georgia,Walton,Moderate,2
South Dakota,Walworth,Moderate,2
Wisconsin,Walworth,Moderate,2
Iowa,Wapello,Moderate,2
North Dakota,Ward,Moderate,2
Texas,Ward,Moderate,2
Georgia,Ware,Moderate,2
Georgia,Warren,Moderate,2
Iowa,Warren,Moderate,2
Illinois,Warren,Moderate,2
Indiana,Warren,Moderate,2
Kentucky,Warren,Moderate,2
Missouri,Warren,Moderate,2
Mississippi,Warren,Moderate,2
North Carolina,Warren,Moderate,2
New Jersey,Warren,Moderate,2
New York,Warren,Moderate,2
Ohio,Warren,Moderate,2
Pennsylvania,Warren,Moderate,2
Tennessee,Warren,Moderate,2
Virginia,Warren,Moderate,2
Indiana,Warrick,Moderate,2
Utah,Wasatch,Moderate,2
Oregon,Wasco,Moderate,2
Minnesota,Waseca,Moderate,2
Wyoming,Washakie,Moderate,2
Wisconsin,Washburn,Moderate,2
Alabama,Washington,Moderate,2
Arkansas,Washington,Moderate,2
Colorado,Washington,Moderate,2
Florida,Washington,Moderate,2
Georgia,Washington,Moderate,2
Iowa,Washington,Moderate,2
Idaho,Washington,Moderate,2
Illinois,Washington,Moderate,2
Indiana,Washington,Moderate,2
Kansas,Washington,Moderate,2
Kentucky,Washington,Moderate,2
Louisiana,Washington,Moderate,2
Maryland,Washington,Moderate,2
Maine,Washington,Moderate,2
Minnesota,Washington,Moderate,2
Missouri,Washington,Moderate,2
Mississippi,Washington,Moderate,2
North Carolina,Washington,Moderate,2
Nebraska,Washington,Moderate,2
New York,Washington,Moderate,2
Ohio,Washington,Moderate,2
Oklahoma,Washington,Moderate,2
Oregon,Washington,Moderate,2
Pennsylvania,Washington,Moderate,2
Rhode Island,Washington,Moderate,2
Tennessee,Washington,Moderate,2
Texas,Washington,Moderate,2
Utah,Washington,Moderate,2
Virginia,Washington,Moderate,2
Vermont,Washington,Moderate,2
Wisconsin,Washington,Moderate,2
Oklahoma,Washita,Moderate,2
Nevada,Washoe,Moderate,2
Michigan,Washtenaw,Moderate,2
North Carolina,Watauga,Moderate,2
Minnesota,Watonwan,Moderate,2
Wisconsin,Waukesha,Moderate,2
Wisconsin,Waupaca,Moderate,2
Wisconsin,Waushara,Moderate,2
Georgia,Wayne,Moderate,2
Iowa,Wayne,Moderate,2
Illinois,Wayne,Moderate,2
Indiana,Wayne,Moderate,2
Kentucky,Wayne,Moderate,2
Michigan,Wayne,Moderate,2
Missouri,Wayne,Moderate,2
Mississippi,Wayne,Moderate,2
North Carolina,Wayne,Moderate,2
Nebraska,Wayne,Moderate,2
New York,Wayne,Moderate,2
Ohio,Wayne,Moderate,2
Pennsylvania,Wayne,Moderate,2
Tennessee,Wayne,Moderate,2
Utah,Wayne,Moderate,2
West Virginia,Wayne,Moderate,2
Tennessee,Weakley,Moderate,2
Texas,Webb,Moderate,2
Utah,Weber,Moderate,2
Georgia,Webster,Moderate,2
Iowa,Webster,Moderate,2
Kentucky,Webster,Moderate,2
Louisiana,Webster,Moderate,2
Missouri,Webster,Moderate,2
Mississippi,Webster,Moderate,2
Nebraska,Webster,Moderate,2
West Virginia,Webster,Moderate,2
Colorado,Weld,Moderate,2
Indiana,Wells,Moderate,2
North Dakota,Wells,Moderate,2
Louisiana,West Baton Rouge,Moderate,2
Louisiana,West Carroll,Moderate,2
Louisiana,West Feliciana,Moderate,2
New York,Westchester,Moderate,2
Pennsylvania,Westmoreland,Moderate,2
Virginia,Westmoreland,Moderate,2
Wyoming,Weston,Moderate,2
West Virginia,Wetzel,Moderate,2
Michigan,Wexford,Moderate,2
Texas,Wharton,Moderate,2
Washington,Whatcom,Moderate,2
Montana,Wheatland,Moderate,2
Georgia,Wheeler,Moderate,2
Nebraska,Wheeler,Moderate,2
Oregon,Wheeler,Moderate,2
Texas,Wheeler,Moderate,2
Arkansas,White,Moderate,2
Georgia,White,Moderate,2
Illinois,White,Moderate,2
Indiana,White,Moderate,2
Nevada,White Pine,Moderate,2
Tennessee,White,Moderate,2
Illinois,Whiteside,Moderate,2
Georgia,Whitfield,Moderate,2
Indiana,Whitley,Moderate,2
Kentucky,Whitley,Moderate,2
Washington,Whitman,Moderate,2
Montana,Wibaux,Moderate,2
Kansas,Wichita,Moderate,2
Texas,Wichita,Moderate,2
Maryland,Wicomico,Moderate,2
Texas,Wilbarger,Moderate,2
Alabama,Wilcox,Moderate,2
Georgia,Wilcox,Moderate,2
Georgia,Wilkes,Moderate,2
North Carolina,Wilkes,Moderate,2
Minnesota,Wilkin,Moderate,2
Georgia,Wilkinson,Moderate,2
Mississippi,Wilkinson,Moderate,2
Illinois,Will,Moderate,2
Texas,Willacy,Moderate,2
North Dakota,Williams,Moderate,2
Ohio,Williams,Moderate,2
South Carolina,Williamsburg,Moderate,2
Illinois,Williamson,Moderate,2
Tennessee,Williamson,Moderate,2
Texas,Williamson,Moderate,2
Kansas,Wilson,Moderate,2
North Carolina,Wilson,Moderate,2
Tennessee,Wilson,Moderate,2
Texas,Wilson,Moderate,2
Connecticut,Windham,Moderate,2
Vermont,Windham,Moderate,2
Vermont,Windsor,Moderate,2
Texas,Winkler,Moderate,2
Louisiana,Winn,Moderate,2
Iowa,Winnebago,Moderate,2
Illinois,Winnebago,Moderate,2
Wisconsin,Winnebago,Moderate,2
Iowa,Winneshiek,Moderate,2
Minnesota,Winona,Moderate,2
Alabama,Winston,Moderate,2
Mississippi,Winston,Moderate,2
West Virginia,Wirt,Moderate,2
Texas,Wise,Moderate,2
Virginia,Wise,Moderate,2
Kentucky,Wolfe,Moderate,2
Ohio,Wood,Moderate,2
Texas,Wood,Moderate,2
Wisconsin,Wood,Moderate,2
West Virginia,Wood,Moderate,2
Iowa,Woodbury,Moderate,2
Illinois,Woodford,Moderate,2
Kentucky,Woodford,Moderate,2
Arkansas,Woodruff,Moderate,2
Oklahoma,Woods,Moderate,2
Kansas,Woodson,Moderate,2
Oklahoma,Woodward,Moderate,2
Massachusetts,Worcester,Moderate,2
Maryland,Worcester,Moderate,2
Georgia,Worth,Moderate,2
Iowa,Worth,Moderate,2
Missouri,Worth,Moderate,2
Iowa,Wright,Moderate,2
Minnesota,Wright,Moderate,2
Missouri,Wright,Moderate,2
Ohio,Wyandot,Moderate,2
Kansas,Wyandotte,Moderate,2
New York,Wyoming,Moderate,2
Pennsylvania,Wyoming,Moderate,2
West Virginia,Wyoming,Moderate,2
Virginia,Wythe,Moderate,2
North Carolina,Yadkin,Moderate,2
Washington,Yakima,Moderate,2
Mississippi,Yalobusha,Moderate,2
Oregon,Yamhill,Moderate,2
North Carolina,Yancey,Moderate,2
South Dakota,Yankton,Moderate,2
New York,Yates,Moderate,2
Arizona,Yavapai,Moderate,2
Mississippi,Yazoo,Moderate,2
Arkansas,Yell,Moderate,2
Minnesota,Yellow Medicine,Moderate,2
Montana,Yellowstone,Moderate,2
Texas,Yoakum,Moderate,2
California,Yolo,Moderate,2
Maine,York,Moderate,2
Nebraska,York,Moderate,2
Pennsylvania,York,Moderate,2
South Carolina,York,Moderate,2
Virginia,York,Moderate,2
Texas,Young,Moderate,2
California,Yuba,Moderate,2
Arizona,Yuma,Moderate,2
Colorado,Yuma,Moderate,2
Texas,Zapata,Moderate,2
Texas,Zavala,Moderate,2
South Dakota,Ziebach,Moderate,2
South Carolina,Abbeville,High Net,3
Louisiana,Acadia,High Net,3
Virginia,Accomack,High Net,3
Idaho,Ada,High Net,3
Iowa,Adair,High Net,3
Kentucky,Adair,High Net,3
Missouri,Adair,High Net,3
Oklahoma,Adair,High Net,3
Colorado,Adams,High Net,3
Iowa,Adams,High Net,3
Idaho,Adams,High Net,3
Illinois,Adams,High Net,3
Indiana,Adams,High Net,3
Mississippi,Adams,High Net,3
North Dakota,Adams,High Net,3
Nebraska,Adams,High Net,3
Ohio,Adams,High Net,3
Pennsylvania,Adams,High Net,3
Washington,Adams,High Net,3
Wisconsin,Adams,High Net,3
Vermont,Addison,High Net,3
South Carolina,Aiken,High Net,3
Minnesota,Aitkin,High Net,3
Florida,Alachua,High Net,3
North Carolina,Alamance,High Net,3
California,Alameda,High Net,3
Colorado,Alamosa,High Net,3
New York,Albany,High Net,3
Wyoming,Albany,High Net,3
Virginia,Albemarle,High Net,3
Michigan,Alcona,High Net,3
Mississippi,Alcorn,High Net,3
Illinois,Alexander,High Net,3
North Carolina,Alexander,High Net,3
Oklahoma,Alfalfa,High Net,3
Michigan,Alger,High Net,3
Iowa,Allamakee,High Net,3
Michigan,Allegan,High Net,3
Maryland,Allegany,High Net,3
New York,Allegany,High Net,3
North Carolina,Alleghany,High Net,3
Virginia,Alleghany,High Net,3
Pennsylvania,Allegheny,High Net,3
Indiana,Allen,High Net,3
Kansas,Allen,High Net,3
Kentucky,Allen,High Net,3
Louisiana,Allen,High Net,3
Ohio,Allen,High Net,3
South Carolina,Allendale,High Net,3
Michigan,Alpena,High Net,3
California,Alpine,High Net,3
California,Amador,High Net,3
Virginia,Amelia,High Net,3
Virginia,Amherst,High Net,3
Mississippi,Amite,High Net,3
Kansas,Anderson,High Net,3
Kentucky,Anderson,High Net,3
South Carolina,Anderson,High Net,3
Tennessee,Anderson,High Net,3
Texas,Anderson,High Net,3
Missouri,Andrew,High Net,3
Texas,Andrews,High Net,3
